VSAMP,SAMPN,VEHNO,YEAR,BODY,O_BODY,FUEL,O_FUEL,EZPAS,CNTV,O_CNTV,HH1,HH_WHT2
333863501,3338635,1,2008,2, ,1, ,1,2,USED DIFFERENT MODE,445.5,1733.141363
333863601,3338636,1,1999,1, ,1, ,1,2,NOT NEEDED,1002,1549.475673
333863602,3338636,2,2010,1, ,1, ,1,1, ,1002,1549.475673
333864601,3338646,1,2005,1, ,1, ,2,1, ,1390.5,761.7264926
333864602,3338646,2,1994,1, ,1, ,2,1, ,1390.5,761.7264926
333864801,3338648,1,2007,1, ,1, ,2,1, ,400,567.6741769
333864802,3338648,2,2002,3, ,1, ,2,1, ,400,567.6741769
333869401,3338694,1,2009,1, ,1, ,1,2,DK/RF,387,371.4927115
333875301,3338753,1,2010,1, ,1, ,2,1, ,298.71429,690.6485806
333878201,3338782,1,9999,2, ,1, ,2,2,NOT NEEDED,1504,892.3019187
333879301,3338793,1,2003,1, ,1, ,2,1, ,385.4,50.00995554
333881701,3338817,1,1993,3, ,1, ,2,1, ,779,1120.478594
333881702,3338817,2,2000,3, ,1, ,1,2,NOT NEEDED,779,1120.478594
333881703,3338817,3,9998,98, ,8, ,8,2,NOT NEEDED,779,1120.478594
333883901,3338839,1,2007,1, ,1, ,1,1, ,403.33333,198.3482994
333883902,3338839,2,2008,1, ,1, ,1,1, ,403.33333,198.3482994
333904701,3339047,1,2010,3, ,1, ,1,1, ,341,236.7448827
333904702,3339047,2,2010,2, ,1, ,1,1, ,341,236.7448827
333912501,3339125,1,2009,2, ,1, ,1,1, ,210.85714,238.9100994
333912502,3339125,2,2009,1, ,1, ,1,1, ,210.85714,238.9100994
333912503,3339125,3,2007,4, ,1, ,1,1, ,210.85714,238.9100994
333912504,3339125,4,1990,1, ,1, ,2,2,NOT NEEDED,210.85714,238.9100994
333912901,3339129,1,2011,1, ,1, ,1,1, ,352.66667,50.28310556
333923401,3339234,1,2010,2, ,1, ,1,1, ,485.5,318.7974402
333923402,3339234,2,2010,1, ,1, ,1,1, ,485.5,318.7974402
333923403,3339234,3,2010,1, ,1, ,1,2,NOT NEEDED,485.5,318.7974402
333925101,3339251,1,2000,1, ,1, ,2,2,NOT NEEDED,1081,908.9506663
333928101,3339281,1,1996,1, ,1, ,2,1, ,387,928.1061111
333932601,3339326,1,1995,1, ,1, ,1,1, ,668.33333,624.0700835
333932602,3339326,2,2001,2, ,1, ,1,2,NOT NEEDED,668.33333,624.0700835
333934301,3339343,1,2008,1, ,1, ,1,1, ,596.5,95.79065396
333934302,3339343,2,2007,1, ,1, ,1,1, ,596.5,95.79065396
333938801,3339388,1,2008,3, ,1, ,1,1, ,295.42857,360.4470016
333940301,3339403,1,2001,1, ,1, ,8,1, ,367,352.6694978
333941801,3339418,1,2009,1, ,1, ,2,1, ,655.33333,1715.933855
333941802,3339418,2,1998,1, ,1, ,2,1, ,655.33333,1715.933855
333941803,3339418,3,1997,1, ,1, ,2,1, ,655.33333,1715.933855
333944101,3339441,1,2011,1, ,1, ,2,2,NOT NEEDED,489,1161.598798
333944102,3339441,2,2005,2, ,1, ,1,1, ,489,1161.598798
333944103,3339441,3,2005,1, ,1, ,1,1, ,489,1161.598798
333950501,3339505,1,1989,1, ,1, ,2,2,NOT NEEDED,202.92857,108.1307705
333953701,3339537,1,1999,3, ,1, ,2,1, ,459,264.3260806
333953702,3339537,2,2008,1, ,1, ,2,2,NOT NEEDED,459,264.3260806
333954201,3339542,1,2002,1, ,1, ,1,1, ,129,194.7056914
333956001,3339560,1,2008,2, ,1, ,1,1, ,622.5,488.1178474
333957601,3339576,1,2003,1, ,1, ,1,1, ,690,280.1343367
333957602,3339576,2,2009,1, ,1, ,1,1, ,690,280.1343367
333957603,3339576,3,2005,1, ,1, ,1,2,NOT NEEDED,690,280.1343367
333967301,3339673,1,2003,2, ,1, ,2,1, ,271.5,107.4915953
333967302,3339673,2,1992,4, ,1, ,2,1, ,271.5,107.4915953
333967303,3339673,3,2005,1, ,1, ,2,1, ,271.5,107.4915953
333967304,3339673,4,2006,2, ,1, ,2,2,NOT NEEDED,271.5,107.4915953
333967305,3339673,5,2005,7, ,1, ,2,2,BAD WEATHER,271.5,107.4915953
333968301,3339683,1,2006,2, ,1, ,1,2,NOT NEEDED,296.875,216.3799359
333968302,3339683,2,2009,1, ,1, ,1,1, ,296.875,216.3799359
333968401,3339684,1,2000,2, ,1, ,2,1, ,387,1215.872226
333970501,3339705,1,2003,1, ,1, ,2,1, ,604,194.0709369
333990101,3339901,1,1995,2, ,1, ,1,1, ,385.4,776.8555441
333994101,3339941,1,1987,1, ,1, ,2,1, ,1282,570.3015962
333994102,3339941,2,2009,3, ,1, ,1,2,NOT NEEDED,1282,570.3015962
333994103,3339941,3,2001,2, ,1, ,2,1, ,1282,570.3015962
333994104,3339941,4,1978,1, ,1, ,2,2,DK/RF,1282,570.3015962
333994105,3339941,5,1997,4, ,1, ,2,2,DK/RF,1282,570.3015962
333998001,3339980,1,2010,1, ,1, ,2,1, ,530,269.7266891
334003301,3340033,1,1993,1, ,1, ,1,1, ,281.8,77.15268144
334003302,3340033,2,2005,1, ,1, ,2,2,NOT NEEDED,281.8,77.15268144
334005401,3340054,1,2010,1, ,1, ,1,1, ,266.5,1155.12572
334005402,3340054,2,2010,1, ,1, ,1,1, ,266.5,1155.12572
334005801,3340058,1,2006,1, ,1, ,1,1, ,415.33333,780.3558813
334005802,3340058,2,2006,1, ,1, ,2,2,NOT NEEDED,415.33333,780.3558813
334013501,3340135,1,2009,3, ,1, ,1,1, ,296.875,179.8613905
334013502,3340135,2,1993,1, ,1, ,1,1, ,296.875,179.8613905
334018901,3340189,1,1998,1, ,1, ,1,2,BAD WEATHER,231.3,389.9554965
334019001,3340190,1,2000,1, ,1, ,1,1, ,646.66667,113.3542653
334021301,3340213,1,2011,1, ,1, ,1,1, ,302.2,238.2633819
334021302,3340213,2,1999,3, ,1, ,1,2,NOT NEEDED,302.2,238.2633819
334021303,3340213,3,1995,2, ,1, ,1,2,NOT NEEDED,302.2,238.2633819
334030701,3340307,1,2008,1, ,1, ,1,1, ,258.27273,245.7041779
334030702,3340307,2,2010,2, ,1, ,2,1, ,258.27273,245.7041779
334030703,3340307,3,2010,1, ,1, ,1,2,DK/RF,258.27273,245.7041779
334038901,3340389,1,2009,1, ,1, ,1,1, ,385.4,95.96326966
334039301,3340393,1,1991,4, ,1, ,2,1, ,258.27273,753.9257535
334039302,3340393,2,2004,1, ,1, ,2,1, ,258.27273,753.9257535
334039303,3340393,3,2000,1, ,1, ,2,1, ,258.27273,753.9257535
334039304,3340393,4,2010,1, ,1, ,2,1, ,258.27273,753.9257535
334043301,3340433,1,1990,3, ,1, ,2,1, ,506.66667,552.5807143
334043302,3340433,2,2002,1, ,1, ,1,1, ,506.66667,552.5807143
334044101,3340441,1,2010,1, ,1, ,2,2,BAD WEATHER,426.2,116.4641134
334047101,3340471,1,2004,1, ,1, ,1,1, ,415.33333,175.3053269
334047102,3340471,2,2005,2, ,1, ,2,2,NOT NEEDED,415.33333,175.3053269
334048801,3340488,1,2003,1, ,1, ,1,1, ,397.5,158.2263527
334048802,3340488,2,2009,2, ,1, ,1,1, ,397.5,158.2263527
334048803,3340488,3,2001,1, ,1, ,1,2,USED DIFFERENT MODE,397.5,158.2263527
334048804,3340488,4,1997,1, ,1, ,1,1, ,397.5,158.2263527
334055201,3340552,1,2005,1, ,3, ,2,2,BAD WEATHER,403,660.2939641
334055202,3340552,2,2001,3, ,1, ,2,2,BAD WEATHER,403,660.2939641
334056601,3340566,1,2010,4, ,1, ,2,1, ,230.16667,648.2361989
334056602,3340566,2,1997,1, ,1, ,2,1, ,230.16667,648.2361989
334057101,3340571,1,2001,1, ,1, ,1,1, ,296.875,984.5315355
334057102,3340571,2,2000,2, ,1, ,1,2,NOT NEEDED,296.875,984.5315355
334071801,3340718,1,2003,1, ,1, ,1,1, ,316.75,286.2591323
334072701,3340727,1,2008,1, ,1, ,1,1, ,461.2,240.0030714
334072702,3340727,2,2007,1, ,1, ,1,2,USED DIFFERENT MODE,461.2,240.0030714
334075101,3340751,1,2006,1, ,1, ,1,1, ,281.8,139.863297
334075102,3340751,2,1996,1, ,1, ,2,2,NOT NEEDED,281.8,139.863297
334076701,3340767,1,2008,1, ,1, ,1,1, ,380.4,2436.797393
334076702,3340767,2,2003,4, ,1, ,1,1, ,380.4,2436.797393
334094501,3340945,1,2003,1, ,1, ,2,2,BAD WEATHER,420.625,1808.4302
334097401,3340974,1,2005,3, ,1, ,1,1, ,403,1187.378737
334097402,3340974,2,1998,1, ,1, ,1,1, ,403,1187.378737
334097601,3340976,1,2007,1, ,1, ,1,1, ,266.5,232.7349535
334097602,3340976,2,2008,1, ,1, ,2,1, ,266.5,232.7349535
334103001,3341030,1,2010,2, ,1, ,1,1, ,446.33333,310.930313
334103002,3341030,2,2005,1, ,1, ,1,1, ,446.33333,310.930313
334108601,3341086,1,1998,3, ,1, ,1,1, ,443.8,75.61359463
334115101,3341151,1,2007,3, ,1, ,1,1, ,231.3,2536.805292
334115301,3341153,1,2004,1, ,1, ,1,1, ,298.71429,64.55237009
334117001,3341170,1,2002,5, ,1, ,1,1, ,534.33333,172.9849899
334117002,3341170,2,2002,1, ,1, ,1,1, ,534.33333,172.9849899
334117601,3341176,1,2006,1, ,1, ,1,1, ,323.5,259.6817724
334117602,3341176,2,2008,2, ,1, ,1,1, ,323.5,259.6817724
334121201,3341212,1,2010,1, ,1, ,1,1, ,534.33333,719.4750127
334122601,3341226,1,2007,5, ,1, ,2,1, ,1094,1542.309728
334122602,3341226,2,2010,1, ,1, ,2,1, ,1094,1542.309728
334124401,3341244,1,2003,1, ,1, ,2,1, ,302.2,98.87181249
334124402,3341244,2,1989,3, ,1, ,2,2,NOT NEEDED,302.2,98.87181249
334124501,3341245,1,2006,2, ,1, ,1,2,NOT NEEDED,475.83333,648.3748075
334126901,3341269,1,2007,1, ,1, ,1,1, ,644.5,475.4094501
334134201,3341342,1,2005,1, ,1, ,2,1, ,762.5,1414.14552
334134202,3341342,2,2005,1, ,1, ,2,1, ,762.5,1414.14552
334136001,3341360,1,9998,1, ,1, ,1,1, ,2047,2801.268049
334142101,3341421,1,2007,4, ,1, ,1,1, ,469,50.40033033
334142102,3341421,2,2006,3, ,1, ,1,1, ,469,50.40033033
334155001,3341550,1,1995,1, ,1, ,1,2,NOT NEEDED,554.42857,199.9101814
334164601,3341646,1,2003,1, ,1, ,1,2,USED DIFFERENT MODE,412.83333,50.28836158
334166101,3341661,1,2003,1, ,1, ,1,1, ,545,278.040655
334192901,3341929,1,2002,1, ,1, ,1,2,NOT NEEDED,498,2016.295175
334193301,3341933,1,1995,1, ,1, ,1,2,BAD WEATHER,1277.75,435.3380656
334195001,3341950,1,2000,1, ,1, ,1,1, ,149.28571,174.7458051
334195101,3341951,1,1997,1, ,1, ,1,2,NOT NEEDED,394.71429,193.1938028
334199801,3341998,1,2011,2, ,1, ,1,2,NOT NEEDED,293.88889,214.2818119
334199802,3341998,2,2007,1, ,1, ,1,1, ,293.88889,214.2818119
334209201,3342092,1,2004,1, ,1, ,1,1, ,1242.33333,1169.613207
334236801,3342368,1,1993,1, ,1, ,1,1, ,299.25,217.7778176
334242001,3342420,1,1997,1, ,1, ,2,2,NOT NEEDED,317.4,120.2191302
334249501,3342495,1,1990,2, ,1, ,1,2,NOT NEEDED,409,147.9822336
334249502,3342495,2,2009,7, ,1, ,2,2,NOT NEEDED,409,147.9822336
334251701,3342517,1,2010,1, ,1, ,2,1, ,327.55556,1386.013255
334263701,3342637,1,2004,1, ,1, ,1,1, ,246.4,151.5317319
334263702,3342637,2,2010,1, ,1, ,1,1, ,246.4,151.5317319
334267001,3342670,1,2004,2, ,1, ,1,2,DK/RF,214,280.8111734
334267002,3342670,2,1999,2, ,1, ,1,2,DK/RF,214,280.8111734
334267601,3342676,1,2001,1, ,1, ,1,2,NOT NEEDED,355.09091,607.9883126
334271801,3342718,1,2010,1, ,1, ,1,2,NOT NEEDED,394.71429,445.0452409
334281601,3342816,1,2001,1, ,1, ,1,1, ,596.75,1320.421227
334284801,3342848,1,2001,2, ,1, ,2,2,DK/RF,767.75,1235.780889
334303501,3343035,1,2010,1, ,1, ,1,2,NOT NEEDED,597.28571,257.9735005
334305001,3343050,1,2008,2, ,1, ,2,1, ,643.83333,701.0763059
334329201,3343292,1,2004,1, ,1, ,1,2,NOT NEEDED,1452,745.2425471
334333501,3343335,1,2008,1, ,1, ,1,2,NOT NEEDED,745,446.3772858
334333502,3343335,2,9999,98, ,8, ,8,2,NOT NEEDED,745,446.3772858
334333503,3343335,3,9998,98, ,8, ,8,2,NOT NEEDED,745,446.3772858
334333504,3343335,4,9998,98, ,8, ,8,2,NOT NEEDED,745,446.3772858
334333505,3343335,5,9998,98, ,8, ,8,2,NOT NEEDED,745,446.3772858
334333506,3343335,6,9998,98, ,8, ,8,2,NOT NEEDED,745,446.3772858
334333507,3343335,7,9998,98, ,8, ,9,2,NOT NEEDED,745,446.3772858
334333508,3343335,8,9999,99, ,9, ,9,2,NOT NEEDED,745,446.3772858
334341101,3343411,1,2003,1, ,1, ,2,1, ,278.2,220.9489069
334341102,3343411,2,1998,4, ,1, ,2,1, ,278.2,220.9489069
334341401,3343414,1,2011,2, ,1, ,1,2,DK/RF,307.36364,637.5368128
334341402,3343414,2,2007,2, ,3, ,1,1, ,307.36364,637.5368128
334348201,3343482,1,2007,1, ,1, ,1,1, ,430.94444,1153.970277
334351901,3343519,1,2010,3, ,1, ,1,2,USED DIFFERENT MODE,331.4,177.0097492
334351902,3343519,2,2008,3, ,1, ,2,1, ,331.4,177.0097492
334355401,3343554,1,2004,2, ,1, ,1,1, ,269.71429,176.8985831
334362401,3343624,1,2003,1, ,1, ,1,2,NOT NEEDED,442.66667,271.5611531
334366901,3343669,1,2010,2, ,1, ,1,2,NOT NEEDED,550.9,265.9291347
334379701,3343797,1,2000,2, ,1, ,1,1, ,195.44444,50
334387301,3343873,1,2007,3, ,1, ,1,1, ,317,50.93199126
334398901,3343989,1,2000,1, ,1, ,2,2,USED DIFFERENT MODE,650,157.3764491
334399601,3343996,1,2000,1, ,1, ,1,2,USED DIFFERENT MODE,598.44444,1331.461238
334401601,3344016,1,2007,1, ,1, ,1,2,NOT NEEDED,394.71429,327.6559935
334401602,3344016,2,2008,1, ,1, ,1,1, ,394.71429,327.6559935
334412701,3344127,1,2000,1, ,1, ,1,2,NOT NEEDED,430.94444,114.1850283
334415801,3344158,1,2007,1, ,1, ,2,1, ,157.5,50.00735643
334415802,3344158,2,1999,2, ,1, ,2,2,NOT NEEDED,157.5,50.00735643
334415803,3344158,3,2005,1, ,1, ,2,2,NOT NEEDED,157.5,50.00735643
334419701,3344197,1,2007,3, ,1, ,1,1, ,428,1842.782335
334419702,3344197,2,1987,1, ,1, ,1,1, ,428,1842.782335
334419703,3344197,3,2005,1, ,1, ,2,2,NOT NEEDED,428,1842.782335
334419704,3344197,4,1997,1, ,1, ,1,2,NOT NEEDED,428,1842.782335
334419705,3344197,5,2006,1, ,1, ,1,1, ,428,1842.782335
334442701,3344427,1,2001,2, ,1, ,1,1, ,293.88889,501.0663239
334442702,3344427,2,2008,2, ,1, ,2,1, ,293.88889,501.0663239
334446001,3344460,1,9998,99, ,9, ,9,2,NOT NEEDED,221.16667,525.7427555
334446401,3344464,1,1996,1, ,1, ,1,2,NOT NEEDED,224.95,406.5416257
334446402,3344464,2,1990,1, ,1, ,2,2,NOT NEEDED,224.95,406.5416257
334449401,3344494,1,2006,1, ,1, ,1,2,NOT NEEDED,307.36364,162.4011422
334450001,3344500,1,2004,1, ,1, ,1,1, ,331.4,192.581609
334450002,3344500,2,2003,1, ,1, ,1,2,NOT NEEDED,331.4,192.581609
334465201,3344652,1,2005,1, ,1, ,1,1, ,327.55556,197.2229215
334465202,3344652,2,2001,1, ,1, ,1,1, ,327.55556,197.2229215
334469501,3344695,1,2008,1, ,1, ,1,1, ,149.28571,337.9739751
334481201,3344812,1,2003,1, ,1, ,1,1, ,246.4,179.2872486
334481202,3344812,2,2009,3, ,1, ,1,1, ,246.4,179.2872486
334489401,3344894,1,1993,1, ,1, ,2,2,BAD WEATHER,314,166.2780014
334489402,3344894,2,1998,1, ,1, ,2,2,BAD WEATHER,314,166.2780014
334489901,3344899,1,2006,1, ,1, ,2,1, ,849,393.4013411
334489902,3344899,2,2001,4, ,1, ,2,2,NOT PRIMARY VEHICLE,849,393.4013411
334489903,3344899,3,2009,4, ,1, ,2,1, ,849,393.4013411
334491501,3344915,1,1996,2, ,1, ,2,1, ,257.36364,69.4228509
334491502,3344915,2,2007,2, ,1, ,2,2,BAD WEATHER,257.36364,69.4228509
334493101,3344931,1,2011,1, ,1, ,1,1, ,346.85714,158.132116
334498701,3344987,1,2011,1, ,1, ,1,1, ,371.5,601.414253
334498702,3344987,2,2003,2, ,1, ,1,1, ,371.5,601.414253
334499501,3344995,1,1996,2, ,1, ,1,1, ,379.8,52.58606582
334499502,3344995,2,2009,1, ,1, ,1,1, ,379.8,52.58606582
334511301,3345113,1,2010,2, ,1, ,2,1, ,735,850.2632813
334511601,3345116,1,2002,4, ,1, ,1,2,NOT NEEDED,982,315.3526686
334511602,3345116,2,2010,2, ,1, ,1,1, ,982,315.3526686
334511603,3345116,3,2010,1, ,1, ,1,1, ,982,315.3526686
334511901,3345119,1,2005,2, ,1, ,1,1, ,176.30769,142.1743252
334511902,3345119,2,2008,1, ,1, ,1,2,NOT NEEDED,176.30769,142.1743252
334511903,3345119,3,2000,7, ,1, ,2,2,NOT NEEDED,176.30769,142.1743252
334512801,3345128,1,2009,1, ,1, ,1,1, ,185,125.0669678
334523701,3345237,1,2011,1, ,1, ,2,2,NOT NEEDED,212,134.9289045
334523702,3345237,2,2005,1, ,1, ,2,1, ,212,134.9289045
334523703,3345237,3,1987,3, ,1, ,2,2,NOT NEEDED,212,134.9289045
334530401,3345304,1,2001,1, ,1, ,1,1, ,217.8,160.7540255
334530801,3345308,1,2007,3, ,1, ,1,1, ,324.66667,278.9505833
334530802,3345308,2,2001,1, ,1, ,1,1, ,324.66667,278.9505833
334530803,3345308,3,1999,1, ,1, ,1,1, ,324.66667,278.9505833
334534401,3345344,1,2007,1, ,1, ,2,1, ,280,206.0034296
334538901,3345389,1,2000,1, ,1, ,1,1, ,309.57143,299.0638286
334542101,3345421,1,2000,1, ,1, ,1,1, ,203.35714,64.79566462
334545201,3345452,1,2010,1, ,1, ,2,1, ,212.11111,128.7785063
334548401,3345484,1,2009,2, ,1, ,1,1, ,289.16667,1373.259405
334548402,3345484,2,2006,3, ,1, ,1,1, ,289.16667,1373.259405
334548403,3345484,3,2003,7, ,1, ,1,2,NOT NEEDED,289.16667,1373.259405
334548601,3345486,1,2008,3, ,1, ,1,1, ,228.2,280.3354721
334548602,3345486,2,2001,2, ,1, ,1,1, ,228.2,280.3354721
334549401,3345494,1,2007,1, ,1, ,1,2,MAIL-IN,127.81818,437.6532436
334566401,3345664,1,2010,1, ,1, ,1,1, ,586.5,1174.840212
334568901,3345689,1,2003,2, ,1, ,1,1, ,181.2,595.7722035
334568902,3345689,2,2008,2, ,1, ,1,1, ,181.2,595.7722035
334570901,3345709,1,2005,1, ,1, ,2,1, ,228.2,249.5519136
334573801,3345738,1,2009,3, ,1, ,1,1, ,374,3000
334577801,3345778,1,1992,2, ,1, ,2,2,DK/RF,218.33333,50.0596957
334577802,3345778,2,2003,2, ,1, ,2,1, ,218.33333,50.0596957
334581301,3345813,1,2011,2, ,1, ,1,1, ,390,167.0674503
334581302,3345813,2,2011,1, ,1, ,1,1, ,390,167.0674503
334584101,3345841,1,2006,1, ,1, ,2,2,DK/RF,999,482.1164806
334584102,3345841,2,2000,3, ,1, ,2,1, ,999,482.1164806
334588701,3345887,1,1995,2, ,1, ,1,1, ,370.83333,439.3370018
334588702,3345887,2,1997,1, ,1, ,2,1, ,370.83333,439.3370018
334588703,3345887,3,2000,3, ,1, ,2,1, ,370.83333,439.3370018
334588704,3345887,4,1987,4, ,1, ,2,2,NOT NEEDED,370.83333,439.3370018
334595301,3345953,1,1998,1, ,1, ,1,2,NOT NEEDED,503,784.4813183
334595302,3345953,2,2002,1, ,1, ,1,2,NOT NEEDED,503,784.4813183
334595501,3345955,1,2010,1, ,1, ,1,1, ,234,70.625351
334595502,3345955,2,2010,1, ,1, ,1,1, ,234,70.625351
334597401,3345974,1,2009,1, ,1, ,1,1, ,289.16667,108.8848369
334599701,3345997,1,2007,3, ,1, ,1,1, ,302.25,221.9996418
334599702,3345997,2,1995,3, ,1, ,2,1, ,302.25,221.9996418
334603801,3346038,1,2006,2, ,1, ,1,1, ,419.33333,211.245229
334603802,3346038,2,2009,1, ,1, ,2,1, ,419.33333,211.245229
334603803,3346038,3,2001,3, ,1, ,2,2,NOT NEEDED,419.33333,211.245229
334604601,3346046,1,2008,1, ,1, ,1,1, ,377,189.8405256
334604602,3346046,2,2006,1, ,1, ,2,1, ,377,189.8405256
334604603,3346046,3,2008,1, ,1, ,2,1, ,377,189.8405256
334610101,3346101,1,2008,1, ,1, ,2,1, ,371.5,141.9254072
334612101,3346121,1,2006,2, ,1, ,2,2,NOT NEEDED,490.66667,725.4365906
334622201,3346222,1,2010,1, ,1, ,1,2,NOT NEEDED,302.25,128.8484785
334622202,3346222,2,2010,1, ,1, ,1,1, ,302.25,128.8484785
334624401,3346244,1,2005,2, ,1, ,2,1, ,382.5,313.0735622
334625701,3346257,1,2009,1, ,1, ,1,1, ,523,661.9417946
334625702,3346257,2,2004,2, ,1, ,1,1, ,523,661.9417946
334625703,3346257,3,2010,1, ,1, ,1,1, ,523,661.9417946
334625704,3346257,4,1997,1, ,1, ,1,2,NOT NEEDED,523,661.9417946
334625705,3346257,5,1997,2, ,1, ,2,1, ,523,661.9417946
334625706,3346257,6,2003,7, ,1, ,2,2,BAD WEATHER,523,661.9417946
334626301,3346263,1,2008,2, ,1, ,1,1, ,205.58333,50
334626302,3346263,2,2009,2, ,1, ,1,1, ,205.58333,50
334626303,3346263,3,2006,1, ,1, ,1,1, ,205.58333,50
334626304,3346263,4,2009,1, ,1, ,1,2,NOT NEEDED,205.58333,50
334634301,3346343,1,2010,2, ,1, ,1,1, ,1874,1868.935686
334634302,3346343,2,2008,2, ,3, ,1,1, ,1874,1868.935686
334640901,3346409,1,2007,1, ,1, ,1,1, ,1755,2494.918307
334640902,3346409,2,2004,2, ,1, ,1,1, ,1755,2494.918307
334651801,3346518,1,1994,1, ,1, ,2,1, ,377.6,50.96724161
334651802,3346518,2,1998,1, ,1, ,2,1, ,377.6,50.96724161
334652601,3346526,1,1995,1, ,1, ,2,1, ,228.2,817.6946001
334655401,3346554,1,1996,1, ,1, ,1,1, ,257.36364,60.08140512
334655402,3346554,2,1991,3, ,1, ,1,1, ,257.36364,60.08140512
334656301,3346563,1,2009,1, ,1, ,1,2,NOT NEEDED,317.85714,185.3688765
334656302,3346563,2,2001,4, ,1, ,1,2,NOT NEEDED,317.85714,185.3688765
334657901,3346579,1,2003,1, ,1, ,1,2,NOT NEEDED,152.83333,331.6511564
334660001,3346600,1,2002,2, ,1, ,1,1, ,176.30769,214.3544733
334660002,3346600,2,2005,1, ,1, ,2,1, ,176.30769,214.3544733
334661101,3346611,1,2009,1, ,1, ,1,1, ,475.5,1422.430323
334661102,3346611,2,2010,1, ,1, ,1,1, ,475.5,1422.430323
334661103,3346611,3,2005,1, ,1, ,2,1, ,475.5,1422.430323
334667501,3346675,1,2005,1, ,1, ,1,1, ,435.4,304.3075339
334670001,3346700,1,2010,2, ,1, ,1,1, ,205.58333,71.86431277
334670002,3346700,2,1998,1, ,1, ,1,2,USED PUBLIC TRANSIT,205.58333,71.86431277
334676401,3346764,1,2003,2, ,1, ,1,1, ,192.71429,83.12077972
334676402,3346764,2,2000,1, ,1, ,1,1, ,192.71429,83.12077972
334679301,3346793,1,2006,2, ,1, ,1,1, ,116.83333,50.07824202
334679302,3346793,2,2004,1, ,1, ,2,1, ,116.83333,50.07824202
334679303,3346793,3,2006,1, ,1, ,2,1, ,116.83333,50.07824202
334683301,3346833,1,1996,2, ,1, ,2,1, ,502,238.1486527
334689201,3346892,1,2007,3, ,1, ,1,1, ,256.11111,52.42909766
334689202,3346892,2,2006,1, ,1, ,1,1, ,256.11111,52.42909766
334689601,3346896,1,2006,3, ,1, ,1,2,NOT NEEDED,239.75,66.28935816
334690101,3346901,1,2009,2, ,1, ,1,2,NOT NEEDED,127.81818,91.25543589
334690102,3346901,2,2003,3, ,1, ,1,2,NOT NEEDED,127.81818,91.25543589
334691001,3346910,1,2001,2, ,1, ,1,2,BAD WEATHER,735,2297.220624
334691002,3346910,2,2000,1, ,1, ,1,1, ,735,2297.220624
334691003,3346910,3,2005,1, ,1, ,1,2,BAD WEATHER,735,2297.220624
334691004,3346910,4,1903,1, ,1, ,2,1, ,735,2297.220624
334693801,3346938,1,2004,1, ,1, ,1,2,USED DIFFERENT MODE,32,50.04199884
334693802,3346938,2,2002,1, ,1, ,1,2,USED DIFFERENT MODE,32,50.04199884
334698501,3346985,1,2010,1, ,1, ,1,2,NOT NEEDED,202.5,492.0807945
334698502,3346985,2,9998,1, ,1, ,2,2,BAD WEATHER,202.5,492.0807945
334700701,3347007,1,1999,3, ,1, ,1,1, ,1145,720.1984458
334700702,3347007,2,2005,1, ,1, ,2,2,USED DIFFERENT MODE,1145,720.1984458
334701001,3347010,1,2003,2, ,1, ,1,1, ,340,2987.980933
334701002,3347010,2,1993,1, ,1, ,1,1, ,340,2987.980933
334701003,3347010,3,2007,2, ,1, ,1,1, ,340,2987.980933
334701004,3347010,4,1997,2, ,1, ,1,2,NOT NEEDED,340,2987.980933
334705601,3347056,1,2007,1, ,1, ,1,1, ,400,376.4245967
334705602,3347056,2,2009,1, ,1, ,1,2,NOT NEEDED,400,376.4245967
334705603,3347056,3,2007,1, ,1, ,1,1, ,400,376.4245967
334705604,3347056,4,2001,4, ,1, ,1,2,NOT NEEDED,400,376.4245967
334706701,3347067,1,2001,1, ,1, ,2,1, ,1238.5,1149.035546
334706702,3347067,2,1999,4, ,1, ,2,1, ,1238.5,1149.035546
334709601,3347096,1,2010,1, ,1, ,2,1, ,256.11111,271.1334882
334712301,3347123,1,2006,1, ,1, ,1,1, ,196,103.2747678
334712302,3347123,2,2008,2, ,1, ,2,1, ,196,103.2747678
334719701,3347197,1,2006,1, ,1, ,1,1, ,1118,770.9610085
334719702,3347197,2,2000,1, ,1, ,1,1, ,1118,770.9610085
334721201,3347212,1,2004,2, ,1, ,1,1, ,236,128.9751872
334721202,3347212,2,2003,4, ,1, ,1,1, ,236,128.9751872
334721203,3347212,3,2003,1, ,1, ,1,2,PRIMARY DRIVER AWAY,236,128.9751872
334725801,3347258,1,2001,1, ,1, ,1,1, ,1355,2996.697097
334730501,3347305,1,2000,1, ,1, ,1,2,NOT NEEDED,322.66667,879.9053968
334732601,3347326,1,2009,2, ,1, ,1,1, ,194.33333,50.03831831
334732602,3347326,2,2009,1, ,1, ,1,2,SICK,194.33333,50.03831831
334735101,3347351,1,1998,3, ,1, ,1,1, ,185,198.8141858
334735801,3347358,1,1998,6, ,1, ,1,1, ,324.5,51.78530549
334735802,3347358,2,2000,6, ,1, ,2,2,NOT NEEDED,324.5,51.78530549
334737101,3347371,1,2005,3, ,1, ,1,1, ,379.8,52.58606582
334737102,3347371,2,2010,1, ,1, ,1,1, ,379.8,52.58606582
334742101,3347421,1,2010,2, ,1, ,1,1, ,606,162.6208646
334742102,3347421,2,2010,4, ,1, ,1,1, ,606,162.6208646
334742103,3347421,3,1957,1, ,1, ,1,1, ,606,162.6208646
