VSAMP,SAMPN,VEHNO,YEAR,BODY,O_BODY,FUEL,O_FUEL,EZPAS,CNTV,O_CNTV,HH1,HH_WHT2
300563201,3005632,1,2004,1, ,1, ,1,1, ,204.6,224.2017097
300563202,3005632,2,1996,4, ,1, ,1,2,NOT NEEDED,204.6,224.2017097
300563203,3005632,3,1984,2, ,1, ,2,2,NOT NEEDED,204.6,224.2017097
300563204,3005632,4,1995,4, ,1, ,2,1, ,204.6,224.2017097
300563205,3005632,5,9998,1, ,1, ,2,1, ,204.6,224.2017097
300577301,3005773,1,2008,1, ,1, ,1,2,NOT NEEDED,222.71429,618.06576
300577302,3005773,2,2009,1, ,1, ,1,1, ,222.71429,618.06576
300584501,3005845,1,2002,4, ,1, ,2,1, ,2452,875.0054913
300584502,3005845,2,2002,2, ,1, ,1,1, ,2452,875.0054913
300591401,3005914,1,2005,4, ,1, ,1,1, ,77.625,77.22762793
300591402,3005914,2,2005,2, ,1, ,1,2,NOT NEEDED,77.625,77.22762793
300596401,3005964,1,2006,1, ,1, ,1,2,NOT NEEDED,105.5,389.4113354
300600401,3006004,1,2009,2, ,1, ,1,1, ,1601,1717.48838
300600402,3006004,2,2006,2, ,1, ,1,2,NOT NEEDED,1601,1717.48838
300600403,3006004,3,2000,1, ,1, ,1,2,BAD WEATHER,1601,1717.48838
300608501,3006085,1,1991,2, ,1, ,1,1, ,66.11111,56.64677969
300608502,3006085,2,2004,3, ,1, ,1,2,NOT NEEDED,66.11111,56.64677969
300608601,3006086,1,2011,1, ,1, ,1,1, ,266.375,61.60050736
300608701,3006087,1,2009,2, ,1, ,1,1, ,275,150.9881393
300612101,3006121,1,2005,2, ,1, ,1,1, ,645,498.771345
300612102,3006121,2,2007,2, ,1, ,1,1, ,645,498.771345
300614001,3006140,1,2007,1, ,1, ,2,2,NOT NEEDED,469,50.40033033
300614002,3006140,2,2002,1, ,1, ,2,2,NOT NEEDED,469,50.40033033
300614003,3006140,3,1991,4, ,1, ,2,2,NOT NEEDED,469,50.40033033
300614004,3006140,4,2007,5, ,1, ,2,2,NOT NEEDED,469,50.40033033
300614005,3006140,5,9998,98, ,8, ,8,2,NOT NEEDED,469,50.40033033
300614006,3006140,6,9998,98, ,8, ,8,2,NOT NEEDED,469,50.40033033
300614007,3006140,7,9998,98, ,8, ,8,2,NOT NEEDED,469,50.40033033
300614008,3006140,8,9998,98, ,8, ,8,2,NOT NEEDED,469,50.40033033
300617701,3006177,1,1998,1, ,1, ,1,1, ,152.63636,53.77583807
300617702,3006177,2,2008,1, ,1, ,1,2,NOT NEEDED,152.63636,53.77583807
300618801,3006188,1,2001,1, ,1, ,1,1, ,170.54545,649.3363794
300618802,3006188,2,2004,1, ,1, ,1,1, ,170.54545,649.3363794
300621501,3006215,1,2010,2, ,1, ,1,1, ,137.09091,132.4752628
300621502,3006215,2,2006,1, ,1, ,2,1, ,137.09091,132.4752628
300622301,3006223,1,2003,2, ,1, ,1,1, ,1768,2483.382098
300622302,3006223,2,2008,1, ,1, ,1,2,NOT NEEDED,1768,2483.382098
300625001,3006250,1,2010,1, ,1, ,2,1, ,297.42857,114.1185198
300629401,3006294,1,2010,2, ,1, ,1,1, ,243.63636,105.22379
300629402,3006294,2,2009,1, ,1, ,1,2,NOT NEEDED,243.63636,105.22379
300630901,3006309,1,2008,1, ,1, ,1,1, ,196.15385,50.30558462
300631101,3006311,1,2002,2, ,1, ,2,1, ,211.1,138.3192424
300633201,3006332,1,1994,6, ,1, ,1,2,NOT NEEDED,108.76471,91.49598527
300634201,3006342,1,2009,1, ,1, ,2,1, ,231.44444,156.3049362
300636401,3006364,1,2000,1, ,1, ,1,2,NOT NEEDED,341.42857,587.2834262
300644301,3006443,1,1992,1, ,1, ,1,2,NOT NEEDED,95.57143,50.27223655
300644302,3006443,2,1998,1, ,1, ,2,2,NOT NEEDED,95.57143,50.27223655
300647501,3006475,1,2005,1, ,1, ,1,1, ,151.4,77.61053377
300648001,3006480,1,2009,1, ,1, ,1,1, ,394.8,173.0449788
300652401,3006524,1,2010,2, ,1, ,1,1, ,286.6,50.09321999
300652402,3006524,2,2005,1, ,1, ,1,1, ,286.6,50.09321999
300652403,3006524,3,2006,7, ,1, ,2,2,BAD WEATHER,286.6,50.09321999
300652404,3006524,4,2006,7, ,1, ,2,2,BAD WEATHER,286.6,50.09321999
300655001,3006550,1,2011,1, ,1, ,1,1, ,569.5,162.2526562
300655002,3006550,2,2008,2, ,1, ,1,2,NOT NEEDED,569.5,162.2526562
300655003,3006550,3,9998,7, ,1, ,1,2,NOT NEEDED,569.5,162.2526562
300655501,3006555,1,1998,1, ,1, ,1,1, ,251.75,500.7918863
300655502,3006555,2,1999,1, ,1, ,1,1, ,251.75,500.7918863
300655503,3006555,3,2008,1, ,1, ,1,2,NOT NEEDED,251.75,500.7918863
300657001,3006570,1,2006,1, ,1, ,2,1, ,56.77778,51.73544681
300657002,3006570,2,9998,1, ,1, ,2,1, ,56.77778,51.73544681
300664801,3006648,1,2001,1, ,1, ,2,1, ,1044.5,262.4595624
300673801,3006738,1,9998,1, ,1, ,1,1, ,152.5,122.7458334
300674601,3006746,1,2010,2, ,1, ,1,1, ,540.4,153.8235137
300693501,3006935,1,1992,1, ,1, ,2,2,DID NOT TRAVEL,398,50
300694601,3006946,1,2006,1, ,1, ,2,1, ,137.44444,128.3545375
300694602,3006946,2,2009,1, ,1, ,2,1, ,137.44444,128.3545375
300699601,3006996,1,2010,3, ,1, ,1,1, ,369.4,328.1121393
300704201,3007042,1,1990,1, ,1, ,1,2,NOT NEEDED,288,50
300709801,3007098,1,1995,1, ,1, ,1,2,NOT NEEDED,199.16667,50.4601997
300716801,3007168,1,2007,1, ,1, ,2,1, ,317.77778,651.7802895
300716802,3007168,2,2008,3, ,1, ,2,2,BAD PARKING,317.77778,651.7802895
300726601,3007266,1,2006,1, ,1, ,2,1, ,781,1456.001359
300727001,3007270,1,2001,1, ,1, ,1,1, ,318.5,50.00406592
300727002,3007270,2,1996,2, ,1, ,1,1, ,318.5,50.00406592
300727901,3007279,1,2001,1, ,1, ,1,1, ,66.11111,73.28426737
300727902,3007279,2,2007,2, ,1, ,1,1, ,66.11111,73.28426737
300727903,3007279,3,1987,1, ,1, ,1,2,USED OTHER VEHICLE,66.11111,73.28426737
300728701,3007287,1,2002,1, ,1, ,1,1, ,119.48077,50.00540974
300728702,3007287,2,2001,1, ,1, ,1,2,NOT NEEDED,119.48077,50.00540974
300729001,3007290,1,2007,1, ,1, ,1,1, ,739.66667,787.20537
300733501,3007335,1,2011,1, ,1, ,1,1, ,685.5,685.2782964
300736001,3007360,1,1996,1, ,1, ,1,2,NOT NEEDED,122.53333,50.21881335
300738701,3007387,1,2001,1, ,1, ,1,1, ,247.57143,558.5220838
300738702,3007387,2,2005,1, ,1, ,1,1, ,247.57143,558.5220838
300742301,3007423,1,2002,1, ,1, ,1,1, ,209,665.8483306
300747701,3007477,1,1998,1, ,1, ,2,1, ,257.4,1308.834118
300753801,3007538,1,2011,1, ,1, ,1,1, ,244.25,50
300760001,3007600,1,2002,2, ,1, ,2,2,DID NOT TRAVEL,95,213.9396823
300760002,3007600,2,2000,2, ,1, ,2,2,DID NOT TRAVEL,95,213.9396823
300768601,3007686,1,2008,1, ,1, ,1,2,NOT NEEDED,924,649.8672503
300770501,3007705,1,2004,1, ,1, ,1,1, ,1905,2430.706359
300770502,3007705,2,2009,2, ,1, ,1,1, ,1905,2430.706359
300771301,3007713,1,2005,1, ,1, ,2,1, ,611.33333,281.1790377
300774101,3007741,1,2005,1, ,1, ,1,1, ,186.28571,66.6513033
300774102,3007741,2,2008,1, ,1, ,1,2,NOT NEEDED,186.28571,66.6513033
300776001,3007760,1,2008,1, ,1, ,1,1, ,169.5,278.4966021
300776002,3007760,2,2001,1, ,1, ,1,1, ,169.5,278.4966021
300776003,3007760,3,2010,1, ,1, ,1,1, ,169.5,278.4966021
300777901,3007779,1,9998,1, ,1, ,1,2,USED DIFFERENT MODE,181.25,90.82177959
300777902,3007779,2,2010,1, ,1, ,1,2,USED DIFFERENT MODE,181.25,90.82177959
300784301,3007843,1,2005,1, ,1, ,1,2,NOT NEEDED,323.33333,115.5195189
300784901,3007849,1,2004,2, ,1, ,1,1, ,594.33333,2601.609789
300784902,3007849,2,1998,2, ,1, ,2,1, ,594.33333,2601.609789
300785301,3007853,1,2004,1, ,1, ,1,1, ,320.33333,878.2553741
300785302,3007853,2,2001,1, ,1, ,1,1, ,320.33333,878.2553741
300785303,3007853,3,1999,1, ,1, ,1,1, ,320.33333,878.2553741
300789101,3007891,1,2003,2, ,1, ,1,1, ,234,1148.482262
300789102,3007891,2,2002,2, ,1, ,1,2,NOT NEEDED,234,1148.482262
300789103,3007891,3,2010,3, ,1, ,1,2,NOT NEEDED,234,1148.482262
300789701,3007897,1,2002,1, ,1, ,1,1, ,436,214.4128741
300789702,3007897,2,1998,2, ,1, ,1,2,NOT NEEDED,436,214.4128741
300789703,3007897,3,2003,1, ,1, ,1,1, ,436,214.4128741
300792501,3007925,1,1994,1, ,1, ,2,1, ,115.73333,73.26115976
300792502,3007925,2,1994,1, ,1, ,2,2,BAD WEATHER,115.73333,73.26115976
300798501,3007985,1,2002,1, ,1, ,1,1, ,427.2,717.3313654
300801201,3008012,1,2005,2, ,1, ,1,1, ,362.25,155.9074263
300805701,3008057,1,2005,2, ,1, ,1,2,DID NOT TRAVEL,658.75,352.7869967
300808801,3008088,1,1991,1, ,1, ,2,1, ,431,94.0538824
300808802,3008088,2,1992,1, ,1, ,2,2,NOT NEEDED,431,94.0538824
300812601,3008126,1,2002,1, ,1, ,1,1, ,172.46667,157.8809331
300812602,3008126,2,2000,1, ,1, ,1,1, ,172.46667,157.8809331
300812801,3008128,1,2000,2, ,1, ,2,1, ,388.66667,282.6887493
300813701,3008137,1,2001,4, ,1, ,1,1, ,86.26667,50.08696558
300813702,3008137,2,2010,1, ,1, ,1,1, ,86.26667,50.08696558
300814301,3008143,1,2004,1, ,1, ,1,1, ,811.5,73.49091613
300822701,3008227,1,2010,1, ,1, ,1,1, ,1039.5,892.8978175
300825501,3008255,1,2002,2, ,1, ,1,1, ,196.15385,67.75434977
300825502,3008255,2,2007,2, ,1, ,1,1, ,196.15385,67.75434977
300825503,3008255,3,2002,7, ,1, ,1,2,NOT PRIMARY VEHICLE,196.15385,67.75434977
300827101,3008271,1,2002,1, ,1, ,2,1, ,119.55556,50.00567514
300827102,3008271,2,2001,1, ,1, ,2,1, ,119.55556,50.00567514
300832501,3008325,1,1999,1, ,1, ,1,1, ,157.8,225.1015831
300832502,3008325,2,2007,1, ,1, ,1,2,NOT NEEDED,157.8,225.1015831
300832801,3008328,1,2002,1, ,1, ,2,1, ,92.2963,63.46274582
300841001,3008410,1,2009,1, ,4, ,2,1, ,225,181.7033435
300841002,3008410,2,1997,1, ,1, ,2,1, ,225,181.7033435
300841901,3008419,1,2005,2, ,1, ,2,1, ,317.375,105.0586262
300841902,3008419,2,2005,1, ,1, ,2,1, ,317.375,105.0586262
300843001,3008430,1,2004,1, ,1, ,1,2,DID NOT TRAVEL,199.13333,154.2552981
300843401,3008434,1,2003,2, ,1, ,1,1, ,267.125,50
300843402,3008434,2,1999,2, ,1, ,1,1, ,267.125,50
300845601,3008456,1,2000,1, ,1, ,1,1, ,472,373.1782174
300845801,3008458,1,2003,1, ,1, ,2,1, ,207.375,1247.093883
300845802,3008458,2,2008,1, ,1, ,2,1, ,207.375,1247.093883
300852701,3008527,1,2001,1, ,1, ,1,1, ,884.33333,1275.65164
300852702,3008527,2,2005,2, ,1, ,1,1, ,884.33333,1275.65164
300855501,3008555,1,2010,1, ,1, ,2,2,NOT NEEDED,226,204.7722132
300856501,3008565,1,2009,1, ,1, ,1,1, ,65.93333,50.00776697
300856502,3008565,2,2008,3, ,1, ,1,1, ,65.93333,50.00776697
300863701,3008637,1,2003,1, ,1, ,2,1, ,2756,1701.368547
300863702,3008637,2,2008,1, ,1, ,1,1, ,2756,1701.368547
300868301,3008683,1,2008,1, ,1, ,1,1, ,117.5625,52.44523848
300868302,3008683,2,2008,1, ,1, ,1,2,NOT NEEDED,117.5625,52.44523848
300868801,3008688,1,2011,1, ,1, ,2,1, ,541,105.8484889
300868802,3008688,2,2010,2, ,1, ,2,1, ,541,105.8484889
300868803,3008688,3,9998,1, ,1, ,2,2,NOT NEEDED,541,105.8484889
300872501,3008725,1,2008,1, ,1, ,1,1, ,211.4,66.71931472
300872502,3008725,2,2000,2, ,1, ,1,2,DK/RF,211.4,66.71931472
300872503,3008725,3,2000,1, ,1, ,1,2,DK/RF,211.4,66.71931472
300874801,3008748,1,2008,3, ,1, ,1,1, ,86.26667,50.1461055
300874802,3008748,2,2008,1, ,3, ,1,1, ,86.26667,50.1461055
300878701,3008787,1,2005,1, ,1, ,2,1, ,122.2381,99.67762999
300880601,3008806,1,2006,1, ,1, ,1,1, ,178.83333,83.00388248
300880602,3008806,2,2002,1, ,2, ,2,2,NOT NEEDED,178.83333,83.00388248
300881701,3008817,1,2002,1, ,1, ,1,1, ,228.2,112.2208569
300881702,3008817,2,2005,2, ,1, ,1,1, ,228.2,112.2208569
300881703,3008817,3,1999,1, ,1, ,1,2,DK/RF,228.2,112.2208569
300881704,3008817,4,1992,4, ,1, ,2,2,DK/RF,228.2,112.2208569
300881705,3008817,5,1983,7, ,1, ,2,2,DK/RF,228.2,112.2208569
300881706,3008817,6,1992,7, ,1, ,2,2,DK/RF,228.2,112.2208569
300881707,3008817,7,1992,7, ,1, ,2,2,DK/RF,228.2,112.2208569
300881708,3008817,8,1995,7, ,1, ,2,2,DK/RF,228.2,112.2208569
300890001,3008900,1,2003,4, ,1, ,1,1, ,476.8,282.5879022
300890002,3008900,2,2000,1, ,1, ,1,1, ,476.8,282.5879022
300890003,3008900,3,1998,1, ,1, ,1,1, ,476.8,282.5879022
300890004,3008900,4,2003,1, ,1, ,2,1, ,476.8,282.5879022
300893201,3008932,1,1996,1, ,1, ,1,1, ,67.74419,82.58937115
300893202,3008932,2,2002,2, ,1, ,2,2,NOT NEEDED,67.74419,82.58937115
300893203,3008932,3,2009,1, ,1, ,2,2,NOT NEEDED,67.74419,82.58937115
300894501,3008945,1,2007,3, ,1, ,1,1, ,159.66667,279.2841958
300894502,3008945,2,2002,2, ,1, ,2,2,NOT NEEDED,159.66667,279.2841958
300894503,3008945,3,9999,99, ,9, ,1,2,NOT NEEDED,159.66667,279.2841958
300894504,3008945,4,9999,99, ,9, ,9,2,NOT NEEDED,159.66667,279.2841958
300894801,3008948,1,2006,1, ,3, ,1,1, ,334.66667,468.3252938
300895401,3008954,1,2002,2, ,1, ,1,1, ,145.27273,50.06181636
300896301,3008963,1,2004,1, ,1, ,1,1, ,56.77778,69.07757404
300896302,3008963,2,2010,2, ,1, ,1,1, ,56.77778,69.07757404
300897201,3008972,1,2007,2, ,1, ,2,1, ,547,425.9562166
300905301,3009053,1,2008,3, ,1, ,2,2,NOT NEEDED,256.71429,390.8578043
300905302,3009053,2,2001,1, ,1, ,2,1, ,256.71429,390.8578043
300910501,3009105,1,2005,1, ,1, ,1,2,NOT NEEDED,106.59091,279.808479
300910502,3009105,2,1997,1, ,1, ,2,1, ,106.59091,279.808479
300912901,3009129,1,1998,1, ,1, ,2,1, ,279.33333,348.7460186
300917201,3009172,1,2004,1, ,1, ,1,1, ,170.16667,258.7770703
300917202,3009172,2,2008,1, ,1, ,1,2,NOT NEEDED,170.16667,258.7770703
300933801,3009338,1,2007,1, ,1, ,2,1, ,224,185.8366072
300933802,3009338,2,2009,2, ,1, ,1,1, ,224,185.8366072
300942901,3009429,1,2007,1, ,1, ,1,1, ,126.8125,499.6796066
300942902,3009429,2,2000,1, ,1, ,1,1, ,126.8125,499.6796066
300942903,3009429,3,2003,3, ,1, ,1,2,DK/RF,126.8125,499.6796066
300943401,3009434,1,2000,1, ,1, ,1,1, ,88,59.40734049
300943402,3009434,2,2005,1, ,1, ,1,2,NOT NEEDED,88,59.40734049
300948701,3009487,1,2010,1, ,1, ,2,1, ,387.28571,285.0959167
300950601,3009506,1,1999,1, ,1, ,1,2,NOT NEEDED,738.2,842.5276064
300952201,3009522,1,1994,2, ,1, ,1,1, ,732,584.5377493
300952202,3009522,2,1997,2, ,1, ,1,2,NOT NEEDED,732,584.5377493
300958301,3009583,1,2002,1, ,1, ,2,1, ,403,221.1561344
300958302,3009583,2,2001,1, ,1, ,2,2,NOT NEEDED,403,221.1561344
300958701,3009587,1,2009,1, ,1, ,1,1, ,47.11765,50.41038145
300958702,3009587,2,2001,2, ,1, ,1,1, ,47.11765,50.41038145
300958703,3009587,3,1997,5, ,2, ,1,2,NOT NEEDED,47.11765,50.41038145
300958704,3009587,4,2004,7, ,1, ,2,2,BAD WEATHER,47.11765,50.41038145
300958705,3009587,5,2000,7, ,1, ,2,2,BAD WEATHER,47.11765,50.41038145
300960901,3009609,1,2003,2, ,1, ,1,2,DK/RF,255.83333,50.25578857
300960902,3009609,2,1990,1, ,1, ,1,1, ,255.83333,50.25578857
300964601,3009646,1,2010,1, ,1, ,1,1, ,867.5,1007.635312
300971501,3009715,1,2004,2, ,1, ,1,1, ,191.42857,50.2269122
300971502,3009715,2,2005,1, ,1, ,1,1, ,191.42857,50.2269122
300971503,3009715,3,1996,4, ,1, ,2,1, ,191.42857,50.2269122
300973301,3009733,1,2000,4, ,1, ,2,2,NOT NEEDED,455.6,737.8029745
300973302,3009733,2,2004,3, ,1, ,2,2,NOT NEEDED,455.6,737.8029745
300976801,3009768,1,2004,1, ,1, ,2,2,CONSERVE FUEL,622.2,201.6666495
300987101,3009871,1,2005,1, ,1, ,1,1, ,132.71429,87.35216369
300987102,3009871,2,2002,1, ,1, ,1,1, ,132.71429,87.35216369
300987103,3009871,3,1997,1, ,1, ,2,1, ,132.71429,87.35216369
300988501,3009885,1,2010,1, ,1, ,1,2,NOT NEEDED,58,61.63001659
300989801,3009898,1,2002,1, ,1, ,1,1, ,127.17647,50.0933565
300989802,3009898,2,2005,2, ,1, ,1,2,DK/RF,127.17647,50.0933565
300991801,3009918,1,2003,1, ,1, ,2,1, ,2371,1331.636702
300995301,3009953,1,2010,1, ,1, ,2,2,NOT NEEDED,105.58824,63.57430404
301005701,3010057,1,2000,3, ,1, ,1,1, ,125.66667,50.04529159
301005702,3010057,2,2003,2, ,1, ,2,1, ,125.66667,50.04529159
301010101,3010101,1,2009,1, ,1, ,2,1, ,119.48077,93.32192818
301010102,3010101,2,2008,1, ,1, ,2,1, ,119.48077,93.32192818
301011601,3010116,1,1997,1, ,1, ,2,1, ,105.2,50.00617268
301011602,3010116,2,2002,2, ,1, ,2,1, ,105.2,50.00617268
301014901,3010149,1,2011,2, ,1, ,2,1, ,196.55556,134.2411826
301014902,3010149,2,2000,1, ,1, ,2,1, ,196.55556,134.2411826
301014903,3010149,3,1990,4, ,1, ,2,1, ,196.55556,134.2411826
301018601,3010186,1,2007,1, ,1, ,1,1, ,214.25,178.7724028
301028201,3010282,1,2004,1, ,1, ,1,1, ,380.4,140.5990644
301028202,3010282,2,1999,2, ,1, ,1,1, ,380.4,140.5990644
301028203,3010282,3,2005,1, ,1, ,2,2,NOT NEEDED,380.4,140.5990644
301029301,3010293,1,2007,2, ,1, ,1,1, ,67.74419,69.34281769
301029302,3010293,2,1999,2, ,1, ,1,2,NOT NEEDED,67.74419,69.34281769
301030701,3010307,1,2008,2, ,1, ,1,1, ,165.9,327.1785983
301030702,3010307,2,2002,1, ,1, ,1,1, ,165.9,327.1785983
301034201,3010342,1,2005,1, ,1, ,1,2,NOT NEEDED,1977,1319.66538
301043101,3010431,1,2008,3, ,1, ,1,1, ,153.69231,193.2332468
301043102,3010431,2,1997,2, ,1, ,1,1, ,153.69231,193.2332468
301043103,3010431,3,2010,1, ,1, ,1,1, ,153.69231,193.2332468
301043104,3010431,4,2003,1, ,1, ,2,2,NOT NEEDED,153.69231,193.2332468
301043105,3010431,5,2002,2, ,1, ,1,2,NOT NEEDED,153.69231,193.2332468
301046101,3010461,1,2002,2, ,1, ,2,2,DRIVER NOT AVAILABLE,226,314.2408842
301048701,3010487,1,2001,2, ,1, ,2,2,NOT NEEDED,474.66667,1057.076314
301048702,3010487,2,1987,1, ,1, ,2,2,NOT NEEDED,474.66667,1057.076314
301048703,3010487,3,1985,4, ,1, ,2,2,NOT NEEDED,474.66667,1057.076314
301048704,3010487,4,9998,5, ,1, ,2,2,NOT NEEDED,474.66667,1057.076314
301058701,3010587,1,1999,2, ,1, ,2,1, ,121.76923,125.2963945
301058702,3010587,2,1997,4, ,1, ,2,2,NOT NEEDED,121.76923,125.2963945
301058703,3010587,3,1994,2, ,1, ,2,1, ,121.76923,125.2963945
301058901,3010589,1,2011,2, ,1, ,1,1, ,126.8125,68.67878627
301058902,3010589,2,2009,1, ,1, ,1,1, ,126.8125,68.67878627
301060301,3010603,1,2010,1, ,1, ,1,1, ,273.85714,412.2652855
301061901,3010619,1,2004,1, ,1, ,1,1, ,115.5625,109.5287492
301061902,3010619,2,2004,1, ,1, ,1,1, ,115.5625,109.5287492
301065601,3010656,1,2010,1, ,1, ,1,1, ,126.54545,50.16756034
301067801,3010678,1,1969,1, ,1, ,2,1, ,293,537.5042152
301067802,3010678,2,1968,4, ,1, ,2,2,NOT NEEDED,293,537.5042152
301072901,3010729,1,2010,1, ,1, ,1,1, ,183.3125,1591.972369
301072902,3010729,2,2011,1, ,1, ,1,1, ,183.3125,1591.972369
301072903,3010729,3,2009,1, ,1, ,1,2,NOT NEEDED,183.3125,1591.972369
301073401,3010734,1,2003,1, ,1, ,2,1, ,156.45455,761.0442268
301073402,3010734,2,2000,1, ,1, ,2,2,NOT NEEDED,156.45455,761.0442268
301078201,3010782,1,1999,1, ,1, ,2,1, ,1001,1114.330162
301078202,3010782,2,2000,1, ,1, ,2,2,DK/RF,1001,1114.330162
301078203,3010782,3,1973,3, ,1, ,2,2,DK/RF,1001,1114.330162
301078204,3010782,4,2003,8, ,1, ,2,2,DK/RF,1001,1114.330162
301078601,3010786,1,2003,1, ,1, ,1,1, ,377.57143,623.7358728
301078602,3010786,2,2005,2, ,1, ,1,1, ,377.57143,623.7358728
301089701,3010897,1,2010,2, ,1, ,1,1, ,556.5,1276.216211
301089702,3010897,2,2010,1, ,1, ,1,1, ,556.5,1276.216211
301089703,3010897,3,2000,1, ,1, ,8,2,NOT NEEDED,556.5,1276.216211
301094701,3010947,1,1990,2, ,1, ,2,1, ,128.8,50.00945511
301095901,3010959,1,2006,2, ,1, ,1,1, ,256.6,75.1121049
301095902,3010959,2,1997,2, ,1, ,1,1, ,256.6,75.1121049
301095903,3010959,3,2004,7, ,1, ,2,2,NOT NEEDED,256.6,75.1121049
301097501,3010975,1,2008,1, ,1, ,1,1, ,61.71053,50
301103001,3011030,1,1998,1, ,1, ,1,1, ,118.41176,226.1120016
301107201,3011072,1,1994,1, ,1, ,2,1, ,56.77778,207.0246957
301114201,3011142,1,2001,1, ,1, ,2,1, ,237.16667,92.84337885
301114202,3011142,2,1999,1, ,1, ,2,1, ,237.16667,92.84337885
301116601,3011166,1,2010,2, ,1, ,1,1, ,231.28571,141.4691833
301116602,3011166,2,2002,7, ,1, ,2,2,NOT NEEDED,231.28571,141.4691833
301120801,3011208,1,2005,1, ,1, ,2,2,NOT NEEDED,107.31579,132.565811
301121501,3011215,1,2007,1, ,1, ,1,1, ,373.85714,181.0428179
301121502,3011215,2,2006,2, ,1, ,1,1, ,373.85714,181.0428179
301121503,3011215,3,2010,1, ,1, ,1,1, ,373.85714,181.0428179
301125601,3011256,1,2004,2, ,1, ,1,1, ,196.15385,135.582765
301125602,3011256,2,2008,1, ,1, ,1,1, ,196.15385,135.582765
301125603,3011256,3,1997,1, ,1, ,1,2,NOT NEEDED,196.15385,135.582765
301132501,3011325,1,9998,1, ,1, ,2,2,NOT NEEDED,212,415.7449121
301136101,3011361,1,2005,1, ,1, ,2,1, ,167.78571,381.2591708
301148401,3011484,1,1998,4, ,1, ,2,1, ,235.5,856.6725268
301148402,3011484,2,2002,1, ,1, ,2,1, ,235.5,856.6725268
301152401,3011524,1,2007,1, ,3, ,1,1, ,47.11765,51.86333336
301152402,3011524,2,1998,1, ,1, ,1,1, ,47.11765,51.86333336
301152403,3011524,3,2007,1, ,1, ,1,1, ,47.11765,51.86333336
301152404,3011524,4,1996,4, ,1, ,2,2,NOT NEEDED,47.11765,51.86333336
301154301,3011543,1,1996,4, ,1, ,1,2,NOT NEEDED,83.1875,50.09675982
301154302,3011543,2,1996,1, ,1, ,1,1, ,83.1875,50.09675982
301154303,3011543,3,1991,1, ,1, ,1,2,NOT NEEDED,83.1875,50.09675982
301156001,3011560,1,2003,1, ,1, ,2,1, ,420.625,327.9747884
301160901,3011609,1,2001,1, ,1, ,1,1, ,651.5,427.8817915
301160902,3011609,2,2003,5, ,1, ,1,1, ,651.5,427.8817915
301163301,3011633,1,2010,1, ,1, ,1,1, ,117.22222,163.1431217
301163302,3011633,2,2011,1, ,1, ,1,1, ,117.22222,163.1431217
301163303,3011633,3,2001,1, ,1, ,1,1, ,117.22222,163.1431217
301168601,3011686,1,2007,1, ,1, ,1,1, ,224.36364,138.824355
301171101,3011711,1,2006,1, ,1, ,1,1, ,179.5,250.719043
301171102,3011711,2,1998,1, ,1, ,1,1, ,179.5,250.719043
301174601,3011746,1,2011,1, ,1, ,1,1, ,86.26667,50.09331852
301174602,3011746,2,2008,1, ,1, ,1,1, ,86.26667,50.09331852
301177701,3011777,1,2009,1, ,1, ,1,1, ,322.83333,50.84355778
301178501,3011785,1,2010,3, ,1, ,1,1, ,411,243.1721377
301178502,3011785,2,2000,3, ,1, ,2,2,NOT NEEDED,411,243.1721377
301181801,3011818,1,1999,1, ,1, ,1,2,NOT NEEDED,81.52,59.93609502
301181802,3011818,2,1999,1, ,1, ,2,1, ,81.52,59.93609502
301181803,3011818,3,1990,2, ,1, ,2,2,NOT NEEDED,81.52,59.93609502
301182401,3011824,1,2003,1, ,1, ,1,1, ,240.4,404.9936349
301182402,3011824,2,1994,1, ,1, ,1,1, ,240.4,404.9936349
301182501,3011825,1,1999,1, ,1, ,1,1, ,251.75,271.9452951
301182502,3011825,2,1993,4, ,1, ,2,2,NOT NEEDED,251.75,271.9452951
301182503,3011825,3,1996,4, ,1, ,2,2,NOT NEEDED,251.75,271.9452951
301182504,3011825,4,2000,6, ,1, ,8,1, ,251.75,271.9452951
301194201,3011942,1,1993,1, ,1, ,1,1, ,313.3,50.01707456
301194801,3011948,1,1992,1, ,1, ,2,2,NOT NEEDED,178.35714,688.0437064
301198001,3011980,1,2005,1, ,1, ,2,1, ,371.5,317.9378897
301199201,3011992,1,2001,3, ,1, ,2,2,NOT NEEDED,93.22222,128.7104758
301202401,3012024,1,2008,1, ,1, ,1,2,NOT NEEDED,387.33333,50.12794106
301202402,3012024,2,1995,2, ,1, ,1,2,NOT NEEDED,387.33333,50.12794106
301206201,3012062,1,2008,2, ,1, ,1,1, ,737,459.3096589
301206202,3012062,2,1996,2, ,1, ,2,1, ,737,459.3096589
301206203,3012062,3,2006,8, ,1, ,2,2,NOT NEEDED,737,459.3096589
301206601,3012066,1,2004,1, ,1, ,1,2,NOT NEEDED,288.28571,1015.987624
301215701,3012157,1,2008,1, ,1, ,2,2,NOT NEEDED,1484,2901.181045
301215702,3012157,2,2006,1, ,1, ,2,2,NEEDS REPAIR,1484,2901.181045
301217001,3012170,1,2000,3, ,1, ,1,1, ,455.33333,1930.200593
301217101,3012171,1,2008,4, ,1, ,2,1, ,387,1450.709404
301217102,3012171,2,2002,2, ,1, ,2,1, ,387,1450.709404
301217103,3012171,3,2001,1, ,1, ,2,2,NEEDS TO DRIVE,387,1450.709404
